genus,species,tmax,tmin,phylum,class,order,family,scientific_name_std,n,lat,long,region
Marah,fabaceus,53.1,NA,Streptophyta,Spermatophyta,Cucurbitales,Cucurbitaceae,NA,10,33.5,-117.1,Temperate
Mimulus,aurantiacus,50.2,NA,Streptophyta,Spermatophyta,Lamiales,Phrymaceae,Mimulus aurantiacus,10,33.5,-117.1,Temperate
Prunus,ilicifolia,60.8,NA,Streptophyta,Spermatophyta,Rosales,Rosaceae,Prunus ilicifolia,10,33.5,-117.1,Temperate
Quercus,agrifolia,62.4,NA,Streptophyta,Spermatophyta,Fagales,Fagaceae,Quercus agrifolia,10,33.5,-117.1,Temperate
Rhamnus,californica,59.1,NA,Streptophyta,Spermatophyta,Rosales,Rhamnaceae,Frangula californica,10,33.5,-117.1,Temperate
Rhamnus,crocea,58.6,NA,Streptophyta,Spermatophyta,Rosales,Rhamnaceae,Rhamnus crocea,10,33.5,-117.1,Temperate
Ribes,californicum,54.1,NA,Streptophyta,Spermatophyta,Saxifragales,Grossulariaceae,Ribes californicum,10,33.5,-117.1,Temperate
Salvia,dorrii,54.9,NA,Streptophyta,Spermatophyta,Lamiales,Lamiaceae,Salvia dorrii,10,43.04,-73,Temperate
Salvia,leucophylla,53,NA,Streptophyta,Spermatophyta,Lamiales,Lamiaceae,Salvia leucophylla,10,34.1,-118.6,Temperate
Salvia,mellifera,50.7,NA,Streptophyta,Spermatophyta,Lamiales,Lamiaceae,Salvia mellifera,10,34.1,-118.6,Temperate
Salvia,mohavensis,52.7,NA,Streptophyta,Spermatophyta,Lamiales,Lamiaceae,Salvia mohavensis,10,43.04,-73,Temperate
Sambucus,mexicana,55.6,NA,Streptophyta,Spermatophyta,Dipsacales,Adoxaceae,Sambucus mexicana,10,33.5,-117.1,Temperate
Toxicodendron,diversilobum,59.1,NA,Streptophyta,Spermatophyta,Sapindales,Anacardiaceae,Toxicodendron diversilobum,10,33.5,-117.1,Temperate
Silene,acaulis,51.7,NA,Streptophyta,Spermatophyta,Caryophyllales,Caryophyllaceae,Silene acaulis,60,47.2,11.5,Temperate
Bromus,rubens,NA,-30,Streptophyta,Spermatophyta,Poales,Poaceae,Bromus rubens,5,32.4,-110.75,Temperate
Bromus,tectorum,NA,-30.9,Streptophyta,Spermatophyta,Poales,Poaceae,Bromus tectorum,8,32.4,-110.75,Temperate
Acer,saccharum,NA,-39,Streptophyta,Spermatophyta,Sapindales,Aceraceae,Acer saccharum,4,43.04,-73,Temperate
Castanea,dentata,NA,-35.7,Streptophyta,Spermatophyta,Fagales,Fagaceae,Castanea dentata,4,43.04,-73,Temperate
Quercus,rubra,NA,-39,Streptophyta,Spermatophyta,Fagales,Fagaceae,Quercus rubra,4,43.04,-73,Temperate
Sphagnum,baltican,58.5,-20.4,Streptophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum balticum,NA,61,28,Temperate
Sphagnum,fuscum,57.7,-16.9,Streptophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum fuscum,NA,61,28,Temperate
Sphagnum,magellanicum,58.1,-16.4,Streptophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum magellanicum,NA,61,28,Temperate
Sphagnum,subsecundum,59.7,-21.5,Streptophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum subsecundum,NA,61,28,Temperate
Sphagnum,teres,59.2,-18.5,Streptophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum teres,NA,61,28,Temperate
Sphagnum,capillifolium,49.9,-16.1,Streptophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum capillifolium,5,46.86,10.89,Temperate
Cladophora,hutchinsiae,30,3,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora hutchinsiae,NA,48.7262,-3.985322,Temperate
Cladophora,pellucida,30,3,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora pellucida,NA,48.7262,-3.985322,Temperate
Umbraulva,dangeardii,30,-2,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Umbraulva dangeardii,NA,48.7262,-3.985322,Temperate
Monostroma,undulatum,24,NA,Chlorophyta,Ulvophyceae,Ulvales,Monostromataceae,Protomonostroma undulatum,5,43.992809,-69.240905,Temperate
Gayralia,oxysperma,30,NA,Chlorophyta,Ulvophyceae,Ulvales,Monostromataceae,Gayralia oxysperma,5,43.992809,-69.240905,Temperate
Ulva,fenestrata,25,NA,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva fenestrata,NA,48.536683,-123.015409,Temperate
Blidingia,minima,24.2,NA,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Blidingia minima,5,54.19261,7.86732,Temperate
Bryopsis,hypnoides,30,NA,Chlorophyta,Ulvophyceae,Bryopsidales,Bryopsidaceae,Bryopsis hypnoides,2,54.19261,7.86732,Temperate
Chaetomorpha,melagonium,25,NA,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Chaetomorpha melagonium,3,54.19261,7.86732,Temperate
Cladophora,rupestris,28,NA,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora rupestris,6,54.19261,7.86732,Temperate
Codium,fragile,29,NA,Chlorophyta,Ulvophyceae,Bryopsidales,Codiaceae,Codium fragile,4,54.19261,7.86732,Temperate
Rhizoclonium,riparium,28,NA,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Rhizoclonium riparium,1,54.19261,7.86732,Temperate
Ulva,curvata,28,NA,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva curvata,1,54.19261,7.86732,Temperate
Ulva,prolifera,29,NA,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva prolifera,2,54.19261,7.86732,Temperate
Heloderma,suspectum,44,NA,Chordata,Lepidosauria,Squamata,Helodermatidae,Heloderma suspectum,3,32.22,-110.92,Temperate
Apalone,ferox,42.3,NA,Chordata,Archelosauria,Testudines,Trionychidae,Apalone ferox,NA,27.67,-81.57,Temperate
Clupea,harengus,21.1,NA,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea harengus,20,45.09,-66.96,Temperate
Apeltes,quadracus ,32.1,NA,Chordata,Actinopteri,Perciformes,Gasterosteidae,NA,NA,42,-76,Temperate
Gobiesox,strumosus,31.1,NA,Chordata,Actinopteri,Blenniiformes,Gobiesocidae,Gobiesox strumosus,NA,42,-76,Temperate
Lucania,parva,37.1,NA,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,Lucania parva,NA,42,-76,Temperate
Testudo,hermanni,42,6,Chordata,Archelosauria,Testudines,Testudinidae,Testudo hermanni,NA,40.88,17.15,Temperate
Clinocottus,globiceps,25.3,NA,Chordata,Actinopteri,Perciformes,Cottidae,Clinocottus globiceps,2000,43.36,-124.21,Temperate
Oligocottus,maculosus,25.8,NA,Chordata,Actinopteri,Perciformes,Cottidae,Oligocottus maculosus,2000,43.36,-124.21,Temperate
Leptocottus,armatus,28.8,NA,Chordata,Actinopteri,Perciformes,Cottidae,Leptocottus armatus,2000,43.36,-124.21,Temperate
Gillichthys,mirabilis,39.3,NA,Chordata,Actinopteri,Perciformes,Gobiidae,Gillichthys mirabilis,NA,33,-120,Temperate
Gobius,paganellus,30.5,NA,Chordata,Actinopteri,Perciformes,Gobiidae,Gobius paganellus,NA,45,13,Temperate
Mullus,barbatus,31.1,NA,Chordata,Actinopteri,Syngnathiformes,Mullidae,Mullus barbatus,NA,45,13,Temperate
Mullus,surmuletus,29.4,NA,Chordata,Actinopteri,Syngnathiformes,Mullidae,Mullus surmuletus,NA,45,13,Temperate
Scorpaena,porcus,31.2,NA,Chordata,Actinopteri,Perciformes,Scorpaenidae,Scorpaena porcus,NA,45,13,Temperate
Platichthys,flesus,28.9,NA,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Platichthys flesus,NA,55,-130,Temperate
pleuronectus,platessa,26.4,NA,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,NA,NA,55,-130,Temperate
